,Name,batter,bat_speed_90th,bat_speed_80th,bat_speed_std,swing_length_coefficient,swing_length_pvalue,contact_coefficient,contact_pvalue,contact_r2,estimated_woba_50th_percentile,estimated_woba_75th_percentile,estimated_woba_per_swing_top50,estimated_woba_per_swing_top25,swing_count,average_bat_speed,diff_between_wobacon_woba_50,diff_between_wobacon_woba_25
87,alex kirilloff,666135,76.16611432454988,74.67054197391555,5.390089951672764,9.290064136889622,1.4474601352234349e-189,1.1730434187955812,7.79297433528034e-102,0.9755874011566535,0.28154347826086956,0.37052173913043485,0.13632631578947368,0.18131914893617027,190.0,71.18901205494754,0.14521716247139588,0.18920259019426458
88,jackson chourio,694192,78.02230679171986,76.22645113776761,8.476996365698822,9.667096548586334,9.571184966470977e-184,1.0961071858632363,1.923565612687422e-94,0.9613840628647148,0.2623333333333333,0.2758,0.11804999999999997,0.1379,201.0,71.17055333594418,0.14428333333333332,0.1379
89,jarred kelenic,672284,76.63847029143488,75.2907022762333,5.775852748119585,9.74378112458841,6.159736030165426e-135,1.1525523092810643,5.400273108423176e-73,0.9779172924752243,0.26629032258064517,0.2543157894736842,0.11626760563380283,0.13805714285714285,143.0,71.16216212183978,0.15002271694684233,0.11625864661654137
90,ryan o'hearn,656811,76.68073690737725,75.41232230458134,6.974640012019315,9.939186058180718,3.495166053898075e-111,1.2016182997461426,6.837645410021036e-85,0.9821791085148031,0.5533902439024391,0.603388888888889,0.3659516129032258,0.3503548387096775,124.0,71.13491768208212,0.18743863099921326,0.2530340501792115
91,bobby dalbec,666915,76.36677353857799,74.73707666521896,5.601041986408467,10.111187504010047,1.3975595101897925e-93,1.1278907678592907,8.527971406631243e-40,0.9612318093635617,0.1836,0.06040000000000001,0.05508,0.012080000000000002,100.0,71.12770402367892,0.12852000000000002,0.04832000000000001
92,gary sánchez,596142,79.60935288370459,76.55476522679518,7.533668007863454,9.54010748013643,3.916616005718941e-103,1.1525260783898397,1.012009499042662e-53,0.9719381360904008,0.5698076923076922,0.6326666666666667,0.27435185185185185,0.2811851851851852,109.0,71.1100115012104,0.2954558404558404,0.3514814814814815
93,brandon drury,592273,76.14901460142005,74.84014489317684,5.707962314230714,9.687691520366645,1.0570606500981517e-171,1.126202867872799,4.2447933343782785e-91,0.964599533363196,0.31299999999999994,0.39577272727272733,0.15097647058823527,0.20730952380952383,171.0,71.09215877476491,0.16202352941176468,0.1884632034632035
94,paul dejong,657557,75.17335401243179,73.98958253613394,4.665681071315453,10.25253738304649,2.2116506720707007e-211,1.1530965603456604,2.0589201662902227e-106,0.9760521819442893,0.33276470588235296,0.28248275862068967,0.15713888888888888,0.1517037037037037,216.0,71.05299233901434,0.17562581699346408,0.13077905491698597
95,estevan florial,664314,76.87981909434446,75.39916067181703,8.407525142390826,9.96569497447592,9.954281323485854e-157,1.1246625436681514,4.4601096209078693e-76,0.9737108964950731,0.30003124999999997,0.3069444444444444,0.11295294117647058,0.13154761904761902,170.0,71.02082221078224,0.18707830882352938,0.17539682539682538
96,miguel amaya,665804,76.56063231332072,75.43860593372372,6.696742017368995,10.128617132210438,6.106815582151753e-145,1.1389448172074697,8.661947564086166e-72,0.9639286656177367,0.29161538461538467,0.29223529411764704,0.1536891891891892,0.13427027027027028,148.0,70.99393817596834,0.13792619542619547,0.15796502384737676
97,josh naylor,647304,77.83513540901954,75.80966589092642,7.5496246073014275,9.275760076974207,1.04444166814114e-232,1.1713958321271891,8.343108243989734e-143,0.970557280932339,0.4336567164179104,0.4317837837837838,0.23244,0.25767741935483873,250.0,70.97514158755934,0.20121671641791042,0.17410636442894506
98,daulton varsho,662139,77.0230937776593,75.61676221698494,9.738431779906756,9.305217556194743,8.230464748112067e-208,1.104478578276533,1.0532647643941696e-115,0.9667203049036354,0.28181249999999997,0.358896551724138,0.12410091743119266,0.19274074074074077,219.0,70.96431827795588,0.1577115825688073,0.1661558109833972
99,edmundo sosa,624641,77.81099420014681,76.46127226296912,8.927139828056905,8.53166870096826,6.595411673427073e-94,1.0778514748253536,5.14385986047665e-47,0.9708873464497465,0.3799411764705883,0.49033333333333334,0.12186792452830189,0.16973076923076924,106.0,70.95089155780619,0.25807325194228636,0.3206025641025641
100,j. d. davis,605204,76.03636192100163,74.48502169455897,5.842728385110515,9.925046400022888,4.074220431311764e-122,1.2003095885352606,3.088747510239311e-63,0.9804092510560355,0.23288461538461533,0.29471428571428565,0.09611111111111109,0.13309677419354837,127.0,70.88001922787042,0.13677350427350424,0.16161751152073728
101,mickey moniak,666160,76.80139067103808,75.63100460072383,10.42026243176088,9.281343210272802,6.831205728476938e-196,1.1142803456739194,1.6010259866198694e-110,0.9712146559124818,0.3585909090909091,0.40358333333333335,0.15026666666666666,0.18626923076923077,210.0,70.86875181356821,0.20832424242424247,0.21731410256410258
102,ryan jeffers,680777,79.42556882997685,77.1902596936205,9.271909349123245,9.533780744564154,6.804655200305846e-199,1.127411515155128,2.1117618812826403e-112,0.9584133246950605,0.40017307692307696,0.511814814814815,0.18917272727272727,0.2512545454545455,221.0,70.86179656453677,0.2110003496503497,0.26056026936026944
103,yainer diaz,673237,77.03105248225417,75.07067097248533,7.189710511802974,9.415574118101846,2.832139765553396e-237,1.1431226339312184,6.342339909073241e-142,0.9651638397615021,0.34394915254237285,0.34819354838709676,0.15978740157480315,0.17133333333333334,255.0,70.81772446232304,0.1841617509675697,0.17686021505376343
104,nolan jones,666134,77.11108999949549,75.40297344129218,5.990511878238373,10.441840310773031,7.132552872348375e-116,1.169196382833654,3.5842563338402926e-60,0.9682030003304497,0.25304166666666666,0.2301666666666667,0.10654385964912282,0.09864285714285716,115.0,70.74359473608597,0.14649780701754384,0.13152380952380954
105,nolan gorman,669357,76.33598885459459,74.76340091145225,6.666551037118551,9.399513254984202,4.947402788830672e-193,1.1492443396052736,1.3090252975572922e-95,0.9788337816779374,0.39299999999999996,0.48759090909090913,0.17338235294117646,0.21033333333333334,205.0,70.73110346898358,0.2196176470588235,0.2772575757575758
106,dylan moore,664238,76.93332213031442,75.32689495017203,8.057975375867514,9.762764514284374,2.57738559368267e-153,1.146924445906107,9.85634538965863e-89,0.9643487033419731,0.35689583333333336,0.41924999999999996,0.20891463414634145,0.24541463414634146,165.0,70.65667526205381,0.1479811991869919,0.1738353658536585
107,lane thomas,657041,75.73326825617352,74.52814693734177,5.882093680385344,10.487125763957016,1.5349738915685806e-126,1.1636160783351186,5.174902330248839e-85,0.9766187130003571,0.38225000000000003,0.570125,0.21501562500000002,0.2850625,129.0,70.63448328369208,0.16723437500000002,0.2850625
108,matt vierling,663837,75.53092704679133,74.47645356148993,7.196129905730425,9.483435966744892,1.8945429483045938e-191,1.18533808452263,8.434671149483167e-113,0.9697428283982269,0.37083999999999995,0.49374999999999997,0.19937634408602148,0.2576086956521739,187.0,70.59583467775697,0.17146365591397847,0.23614130434782604
109,bryan de la cruz,650559,76.64932124012846,75.28451797997127,7.332405193427405,9.089892775534882,9.861238944087864e-267,1.160647497998448,2.7180330519840884e-145,0.970692564274994,0.4762112676056338,0.557516129032258,0.2381056338028169,0.24342253521126758,285.0,70.59298452692329,0.2381056338028169,0.31409359382099045
110,starling marte,516782,78.18470981708487,76.2001861536257,10.719329883388493,9.777001126715275,1.6436387385898723e-229,1.13923414519846,5.428731000063498e-113,0.9615402661414971,0.41613793103448277,0.3944137931034483,0.20454237288135593,0.19386440677966102,236.0,70.55809088875142,0.21159555815312683,0.2005493863237873
111,adolis garcía,666969,77.70685519087745,75.40601324577895,8.439828683232244,8.907813871602505,1.2033644514188795e-276,1.1865087080172037,2.4658362026482513e-139,0.9719744647405639,0.32531666666666664,0.39307142857142857,0.1478712121212121,0.16675757575757577,265.0,70.5285645142959,0.17744545454545455,0.2263138528138528
112,will benson,666181,76.44506164237436,74.55977001505507,6.727290462295502,9.026522310103536,6.225315521684855e-223,1.1449091887843295,1.9826651489547554e-99,0.9733065270537746,0.2839024390243903,0.31043478260869567,0.10392857142857144,0.1275,225.0,70.51217006787945,0.17997386759581885,0.18293478260869567
113,korey lee,686676,75.80414934855622,74.55453481197674,7.418379964143082,9.839674573938696,2.589288872670586e-137,1.146432245607844,3.300902969344931e-72,0.9682257362997889,0.38939999999999997,0.5205263157894737,0.19469999999999998,0.2825714285714286,141.0,70.49522057548191,0.19469999999999998,0.23795488721804514
114,paul goldschmidt,502671,76.1924163125791,74.72926620103429,6.053952268347405,9.125790851622872,9.882986772916782e-264,1.1886824518255987,1.9890498668094713e-134,0.9729593779322482,0.3816603773584906,0.4480384615384615,0.15209022556390978,0.1765,266.0,70.48580555438664,0.22957015179458085,0.2715384615384615
115,randy arozarena,668227,78.04347240234387,76.45888992406903,8.898394672086086,9.64591239118404,1.6199259148042578e-243,1.1652574121208457,1.1622133306037056e-124,0.9774943015527051,0.2965892857142857,0.3061612903225807,0.1339435483870968,0.15308064516129036,248.0,70.47320695824888,0.16264573732718893,0.15308064516129036
116,jj bleday,668709,75.9399698752091,74.83567012942697,7.640645394858912,9.651068824667718,1.1366289657271772e-225,1.141089256138304,2.035447127642709e-112,0.9632847622704596,0.3328070175438596,0.3657142857142857,0.16353448275862068,0.17655172413793105,233.0,70.45177112276616,0.16927253478523893,0.18916256157635467
117,mitch haniger,571745,76.12332014819698,74.11804300483921,6.760584538914612,10.07769939140223,7.394163146715304e-200,1.1854632637220812,2.9657870539034987e-113,0.9763286905062067,0.34400000000000003,0.3466666666666666,0.18304587155963303,0.1733333333333333,218.0,70.38941382159346,0.160954128440367,0.1733333333333333
118,vinnie pasquantino,686469,76.24369630517675,74.23150337534891,5.372629061093723,9.4916465263608,6.442859922662125e-245,1.1943033859074337,1.655219230036469e-156,0.9720203624118775,0.512135593220339,0.60616,0.2518,0.2525666666666667,240.0,70.3612952636738,0.26033559322033895,0.3535933333333333
119,ian happ,664023,76.40502548208326,75.0150636857273,7.542942598201618,10.158613969372915,1.6034731104558655e-275,1.1571090304288913,5.583756995779458e-140,0.9684000969628938,0.2969827586206897,0.2807142857142857,0.12303571428571429,0.11228571428571428,280.0,70.35087579793661,0.17394704433497538,0.16842857142857143
120,kerry carpenter,681481,75.6598440871112,74.0214773185423,6.320626596446726,9.283200298918125,1.8098299207068817e-189,1.1744792374381596,9.86540003612784e-109,0.9759546282250385,0.49634693877551017,0.5730000000000001,0.236126213592233,0.2696470588235294,206.0,70.34861009725236,0.2602207251832772,0.30335294117647066
121,jack suwinski,669261,78.29515777130061,76.40528134729026,10.710313689148167,9.870827899643967,1.5751434760600893e-165,1.1247859015416681,3.189636223452196e-99,0.9673559447632413,0.31532499999999997,0.38482608695652176,0.1370978260869565,0.19241304347826088,184.0,70.32604556275072,0.17822717391304346,0.19241304347826088
122,ke'bryan hayes,663647,75.58659821395781,74.62493891185062,6.071079667828586,10.415752499481906,1.6342950232054406e-205,1.1567060467933334,1.3858448074268096e-108,0.9630137264889049,0.29646000000000006,0.3128461538461539,0.15938709677419358,0.17682608695652174,187.0,70.31119991497204,0.13707290322580648,0.13602006688963214
123,ryan mcmahon,641857,77.37061397548716,75.83656410411216,7.296394832069631,9.922468494697915,1.985123370923787e-262,1.160698996386372,3.6000839219873823e-128,0.9639125921951771,0.4752545454545454,0.48089285714285707,0.19653383458646614,0.20401515151515148,266.0,70.29456546060453,0.27872071086807926,0.2768777056277056
124,cj abrams,682928,77.97684220794369,76.16736851333704,9.05507240038649,9.519724723505826,4.900493626452618e-273,1.137344643463097,3.6500685285629e-152,0.9622911640106754,0.4422205882352941,0.50653125,0.21028671328671328,0.2282957746478873,287.0,70.28682828746128,0.2319338749485808,0.2782354753521127
125,connor joe,656582,77.28043382333836,75.6093424597204,8.666718473195463,9.559451384649744,9.14405983570422e-153,1.1257485491102883,9.398906688657612e-88,0.9566778650411567,0.3317111111111111,0.3363,0.17770238095238095,0.16014285714285714,168.0,70.28266584084736,0.15400873015873018,0.17615714285714285
126,travis d'arnaud,518595,75.92546267872812,75.00831223728821,6.43228733317122,8.984702779328265,1.423148200481899e-138,1.1826887831630704,9.130668822244737e-68,0.9719782908700452,0.49282758620689654,0.5471333333333334,0.2012957746478873,0.2344857142857143,143.0,70.25712442593512,0.2915318115590092,0.31264761904761906
127,zack gelof,680869,75.02783196869443,73.86465005754658,7.241515321200069,9.38474334002134,1.572629180189714e-130,1.1729650315168063,5.999208595384896e-65,0.9699500198502722,0.3371944444444444,0.3121764705882353,0.17341428571428572,0.15162857142857142,140.0,70.24647754453486,0.1637801587301587,0.16054789915966386
128,jackson merrill,701538,77.71842941320439,75.62015109399556,8.694919530299524,9.530960644950834,8.610068291304067e-192,1.1704321174724517,5.277773639964582e-127,0.972062160730362,0.35044,0.3321071428571429,0.1684807692307692,0.1788269230769231,208.0,70.24543757870353,0.18195923076923076,0.15328021978021977
129,nathaniel lowe,663993,76.23392128866233,74.9073530801281,7.636118543274766,10.06709980602069,3.4246890133422063e-159,1.1445173324511748,4.3735230653283134e-104,0.9701751159517285,0.32563157894736844,0.36725,0.15663291139240507,0.226,159.0,70.23656114078914,0.16899866755496337,0.14125000000000001
130,connor wong,657136,76.43342780486017,74.77074191415326,10.206387700841985,9.564388445806816,1.744680087145174e-145,1.1322684756663248,4.039672175705908e-80,0.9666691469477697,0.3568,0.31423529411764706,0.18535064935064935,0.14057894736842105,154.0,70.17112266699048,0.17144935064935066,0.173656346749226
131,alec burleson,676475,76.20364318399226,74.03929731594636,5.722740460850467,9.436447626396797,4.6849959882469085e-174,1.1716419625034638,2.3593613784633395e-87,0.9592729401082732,0.39654054054054055,0.3945,0.1767710843373494,0.1924390243902439,166.0,70.16412017691272,0.21976945620319116,0.2020609756097561
132,jon singleton,572138,76.38918007876413,75.20557979470773,8.683449229035977,9.92454584887083,3.832320773896531e-119,1.185328660988191,6.255843263112848e-79,0.9771393659411162,0.40636363636363637,0.49613636363636365,0.21285714285714286,0.3520967741935484,127.0,70.12979179497593,0.19350649350649352,0.14403958944281525
133,max kepler,596146,77.13504134572452,75.30850366517821,8.162790266125992,9.390122484795931,1.1292672543136008e-145,1.1603633385939276,3.49720211901728e-92,0.9722943660530973,0.4266904761904762,0.4813333333333333,0.22975641025641025,0.25917948717948713,156.0,70.05833890560783,0.19693406593406593,0.22215384615384615
134,ezequiel duran,677649,76.97496888402083,74.80051486595703,9.897790607956019,9.734508687522835,7.443807734337755e-126,1.1396711239571489,4.17187483348048e-70,0.9635148889117655,0.3205454545454545,0.30888235294117644,0.16027272727272726,0.1591212121212121,133.0,70.05388519074702,0.16027272727272726,0.14976114081996433
135,brenton doyle,686668,75.69492053894463,74.32907423728022,8.817943443514025,9.56575067312422,1.7908587251905397e-201,1.159056238467744,1.0560419587859735e-108,0.9745504307042852,0.4315283018867925,0.3628666666666666,0.21576415094339624,0.20539622641509434,212.0,70.0396063422468,0.21576415094339624,0.15747044025157228
136,trea turner,607208,75.39653735924274,73.75293754388217,5.488243662906072,9.277065582737073,2.5747796327708288e-238,1.1984559273654682,1.4432438566729838e-128,0.9714503450976906,0.42863999999999997,0.5141578947368421,0.188,0.1713859649122807,229.0,70.03598838254912,0.24063999999999997,0.34277192982456145
137,amed rosario,642708,75.37246257809156,73.9041021776728,5.339542110864433,9.510323962082177,1.3272839930956523e-229,1.1171118796933737,1.434094835693167e-124,0.9673850081704036,0.2708181818181818,0.27851724137931033,0.13418918918918918,0.14685454545454546,222.0,70.03357068758095,0.1366289926289926,0.13166269592476487
138,michael massey,686681,75.14568758157966,73.6722050460061,4.576039354200175,9.821837728642898,1.2533354385290519e-127,1.1873457755524222,3.4841462457626765e-93,0.9796577956990352,0.2780526315789474,0.32628571428571435,0.15770149253731344,0.20763636363636367,135.0,70.03303174827673,0.12035113904163394,0.11864935064935067
139,kyle isbel,664728,75.26892389054242,74.13678880924705,6.671114333387734,9.796995469743864,5.953609143397127e-160,1.1745928301538955,2.1599981117687582e-95,0.9663324262650961,0.27014,0.3080416666666667,0.17316666666666666,0.18956410256410258,157.0,70.02700340275285,0.09697333333333333,0.11847756410256413
140,brandon marsh,669016,75.67304357042066,74.24736582470013,7.206363014551282,9.858631437692056,5.326262495849799e-189,1.21194986166839,1.1546555111105044e-120,0.9787566564618913,0.47725000000000006,0.5187096774193549,0.2807352941176471,0.31529411764705884,204.0,70.02371806364553,0.19651470588235298,0.20341555977229608
141,joey meneses,608841,76.1604451316932,74.13906480751152,5.356319719812972,9.924473820352146,2.1766419314785653e-225,1.1845900170955284,1.048538171935872e-146,0.9738196421840284,0.2910303030303031,0.3255555555555556,0.1641709401709402,0.20206896551724143,234.0,70.01004694892319,0.1268593628593629,0.12348659003831416
142,francisco lindor,596019,76.67707026936097,74.65596234850453,7.634213559423453,9.427102348820599,8.477044933164198e-251,1.185454067288,1.9361547169393935e-146,0.9720494863512065,0.39569117647058816,0.32074358974358974,0.20539694656488547,0.19244615384615385,262.0,70.00773283807183,0.1902942299057027,0.1282974358974359
143,christian encarnacion-strand,687952,75.71775701686813,73.76849789527793,5.892659754876827,9.576084211487766,2.4044096098749724e-171,1.153205084077488,1.4104064226122665e-99,0.9710718238467216,0.36015555555555556,0.37629166666666664,0.17616304347826087,0.1963260869565217,184.0,70.00648234388964,0.1839925120772947,0.17996557971014493
144,jared triolo,669707,74.78247940255297,73.1895966149274,4.6088679403305175,8.791057512600052,1.9351637178042737e-241,1.154440846694789,2.5940943824513727e-137,0.9750032228055541,0.303375,0.2464444444444445,0.14040495867768596,0.1478666666666667,243.0,69.97738093256376,0.16297004132231405,0.09857777777777779
145,corey seager,608369,75.39149915700109,74.36307137743378,7.146475075735517,10.453813716676333,3.084985556202182e-222,1.1739587813272825,1.1521246341972772e-129,0.9710924195220276,0.3660508474576271,0.37703333333333333,0.18944736842105264,0.19843859649122808,229.0,69.97578787790908,0.17660347903657447,0.17859473684210525
146,bryan reynolds,668804,76.50630960083811,74.7697363353313,7.6749130398884615,10.044892142844878,2.613512338063382e-212,1.1739482658852416,1.0155402918814865e-130,0.973124680973964,0.35142028985507245,0.49740624999999994,0.1971382113821138,0.2609344262295082,246.0,69.9698102061337,0.15428207847295866,0.23647182377049175
147,ryan noda,676116,76.29388488950572,75.06192914172996,8.250820821289624,9.334821970111767,6.439489618676261e-136,1.1469086384888327,9.283878096055494e-70,0.9737414302975119,0.363,0.22441666666666663,0.11759154929577464,0.07694285714285713,143.0,69.95375007639647,0.24540845070422534,0.1474738095238095
148,brett baty,683146,78.91944985235762,76.55254956977558,11.501211498862265,9.384562858144749,1.0446952343956428e-206,1.099507846086586,1.25934868515975e-119,0.9662192179022729,0.26172727272727275,0.25519047619047613,0.09927586206896552,0.09239655172413791,232.0,69.94306401848102,0.16245141065830723,0.16279392446633822
149,harold ramírez,623912,77.63664579692175,75.77112696576908,7.557371867071263,9.567293205163937,7.674914333426008e-207,1.1446988153119175,2.224416933664238e-110,0.9642164697226494,0.308530612244898,0.2786818181818182,0.13146086956521738,0.10756140350877193,231.0,69.92294132997174,0.1770697426796806,0.17112041467304628
150,michael taylor,572191,77.43446174767344,75.89147072600224,10.671203141058609,9.902882661383842,3.497711021081807e-137,1.1210542836349182,1.0492711757751279e-63,0.9608423213271503,0.3136666666666667,0.3792105263157895,0.12938750000000002,0.180125,160.0,69.84763162980607,0.1842791666666667,0.1990855263157895
151,j. d. martinez,502110,75.31020911678927,73.82375544178097,7.091385654609656,8.285028451365827,2.1629374440296216e-101,1.1910619481771454,3.787794793706502e-57,0.979072887405966,0.4741538461538462,0.4928461538461538,0.2370769230769231,0.2464230769230769,105.0,69.79115399191738,0.2370769230769231,0.2464230769230769
152,tyler freeman,671289,75.31384866907264,74.22192445272188,6.351386999703878,9.713798505596053,1.646988473996893e-176,1.1939313231285225,5.0371992775127996e-110,0.9714730313436063,0.31333333333333335,0.36240740740740746,0.18800000000000003,0.2174444444444445,180.0,69.77291295885627,0.12533333333333332,0.14496296296296296
153,josh bell,605137,76.1250810557517,74.60939462690517,6.038472412236406,8.860202788103706,1.8267390966046147e-214,1.1593933227110744,5.134223851225567e-120,0.9673035586924091,0.2756851851851852,0.3694814814814815,0.12833620689655173,0.17200000000000001,233.0,69.75275522389026,0.14734897828863347,0.1974814814814815
154,spencer steer,668715,75.18571374685813,73.74431851806865,6.224564415971134,9.392935514041834,7.302227847307228e-253,1.1603269432751104,2.7474922083284885e-153,0.9698560686118394,0.39036507936507936,0.4684285714285714,0.1906434108527132,0.256171875,259.0,69.74614028751552,0.19972166851236617,0.21225669642857142
155,patrick bailey,672275,75.16786486507253,73.707218442765,7.016670230530502,9.512405462582754,2.942461284280816e-130,1.1833882276921812,1.859241925655341e-83,0.9721259522496957,0.4358648648648649,0.47680952380952374,0.23038571428571433,0.2860857142857142,140.0,69.71249502048047,0.2054791505791506,0.19072380952380952
156,max muncy,571970,75.51639260421847,74.09467313713597,6.771019439410358,9.691030986864362,1.6858558608452033e-166,1.1841797795498108,1.2358297134205286e-92,0.9784206624100378,0.3640444444444445,0.5237391304347827,0.18829885057471266,0.28013953488372095,174.0,69.71058715668984,0.17574559386973185,0.24359959555106175
157,manuel margot,622534,75.87657231484029,74.88216647955674,8.516153098171692,9.700507974116517,2.029824378323516e-129,1.1496779126565682,5.063953051323685e-62,0.9556911087518092,0.272,0.182,0.12585074626865672,0.08824242424242423,134.0,69.68615391647461,0.1461492537313433,0.09375757575757576
158,lamonte wade,664774,76.17353562831482,74.95111923553083,8.631175508923208,10.646602984022975,2.8330237892725366e-147,1.1635473091407444,2.1281417274202215e-93,0.9656847812956353,0.46599999999999997,0.4669499999999999,0.21235443037974683,0.23946153846153842,159.0,69.64946709522916,0.25364556962025314,0.2274884615384615
159,rhys hoskins,656555,75.8843580810495,74.41945914278156,8.527651985779558,8.674164083599857,5.509332392270478e-211,1.1769372626519177,2.0827246268533404e-124,0.9724824622586561,0.43847826086956515,0.48071428571428576,0.17849557522123893,0.24035714285714288,226.0,69.62808844457975,0.2599826856483262,0.24035714285714288
160,kyle tucker,663656,76.26558770476495,74.91336979923399,9.540372848701287,9.321929860780559,2.181680783524927e-203,1.208723041220618,5.090446744971647e-150,0.9814627203576128,0.5192931034482758,0.6505483870967741,0.2689196428571428,0.360125,225.0,69.61802907407017,0.250373460591133,0.2904233870967741
161,maikel garcía,672580,75.2591671922039,73.81430479382541,7.49509281986571,9.467800731250142,3.697985396268969e-233,1.2018555711307068,1.1829728796733425e-153,0.9775571602493894,0.35418666666666665,0.3661315789473685,0.2177377049180328,0.2280819672131148,244.0,69.61555222475403,0.13644896174863386,0.13804961173425367
162,edward olivares,658668,76.94663768956926,74.8550665118891,9.652880663426787,9.65216272898612,8.373033293041001e-135,1.1426643017822802,5.7414527584281395e-87,0.9743708771929198,0.4078857142857143,0.5013157894736842,0.20394285714285715,0.2721428571428571,140.0,69.59716127742215,0.20394285714285715,0.22917293233082708
163,orlando arcia,606115,76.35733986266516,74.2079047126243,6.085423024183222,8.865281692636298,8.941465130698549e-224,1.1728390695170052,7.208488402541492e-135,0.9721241756834367,0.31028571428571433,0.36399999999999993,0.15109565217391305,0.19157894736842102,230.0,69.58946015380947,0.15919006211180128,0.17242105263157892
164,george springer,543807,75.86788814929012,73.99499647650437,6.9862280774298915,9.499206954703702,4.388763122371291e-229,1.1487896029330549,2.2936856725107815e-124,0.9615742484814553,0.31539682539682534,0.34154545454545454,0.15896,0.18179032258064515,251.0,69.52029106201968,0.15643682539682535,0.1597551319648094
165,wenceel pérez,672761,74.15388658532834,72.69555514578092,4.423592858897063,10.141596860820602,2.3146875750396947e-145,1.1668663186011274,2.0714177556934734e-83,0.972068533458193,0.3407272727272727,0.41400000000000003,0.16062857142857143,0.20108571428571428,141.0,69.47131347247692,0.18009870129870129,0.21291428571428575
166,dj stewart,621466,76.17396694285435,75.24109567593733,9.937832260281505,9.777509254789877,3.562137275739961e-104,1.2087729557551057,5.1373014722137315e-56,0.9704023906086257,0.4351666666666666,0.5381,0.23736363636363633,0.1992962962962963,111.0,69.47078054467843,0.19780303030303026,0.3388037037037037
167,mitch garver,641598,74.79640536268751,73.4103661822078,6.670833201354492,9.421263123061241,5.1004180255556645e-198,1.1771618327796005,2.6030826691905142e-105,0.9758012352911422,0.29354237288135593,0.3407826086956522,0.1633867924528302,0.14788679245283018,212.0,69.46055329314821,0.13015558042852574,0.192895816242822
168,edouard julien,666397,75.34883980333295,74.13129447473146,7.576390625023293,9.846817350112659,1.1082252636364582e-178,1.2017141500863788,1.2853980879888415e-97,0.9811914752084934,0.3964736842105263,0.4846666666666666,0.16376086956521738,0.18965217391304345,185.0,69.42955728184329,0.23271281464530894,0.2950144927536231
169,austin wells,669224,75.20586799478279,74.2678171411916,8.549362285429812,9.487928735198054,7.38856910070406e-107,1.1721492857804987,4.96010614247281e-68,0.9768764897293315,0.5111111111111111,0.5085714285714286,0.22999999999999998,0.2373333333333333,120.0,69.403230306889,0.2811111111111111,0.2712380952380953
170,lars nootbaar,663457,77.00924109846827,75.362990545683,9.999873639211222,10.23874066954918,1.2482536498708385e-137,1.1971835095931955,1.7369242496731853e-94,0.970556626042526,0.42787234042553196,0.44556000000000007,0.25455696202531647,0.28561538461538466,158.0,69.38714552706793,0.1733153784002155,0.1599446153846154
171,jake fraley,641584,75.64874027389088,73.79506159474906,7.361177708145846,9.784965925012669,3.6959126474363595e-137,1.1317577979829792,5.380416067249719e-93,0.9772168157495387,0.30278125,0.30146153846153845,0.13093243243243244,0.10591891891891891,149.0,69.37208682330701,0.17184881756756756,0.19554261954261953
172,j. p. crawford,641487,76.27133041049,74.71521008036413,8.427999177524459,9.993083496043623,3.1687755736386704e-127,1.1846677141294526,1.1414472174600768e-73,0.9693002701704683,0.28272727272727277,0.299,0.16368421052631582,0.1495,115.0,69.34294705498164,0.11904306220095695,0.1495
173,josé siri,642350,76.76260647513669,74.96824641817275,11.60722603136436,9.085266903669435,1.5655228241888477e-147,1.142212940040193,5.212073315588769e-70,0.9695104079222462,0.3983611111111111,0.5484444444444444,0.17072619047619048,0.23504761904761903,169.0,69.33394851001717,0.22763492063492063,0.31339682539682534
174,tyrone taylor,621438,74.6903011609697,73.79665582881806,7.27729852408253,9.039030109550746,1.3092206732401285e-126,1.1886282635228282,4.3514989422410065e-77,0.9698438628792273,0.3346666666666667,0.4154285714285714,0.15446153846153848,0.18175,131.0,69.30375316243962,0.18020512820512824,0.23367857142857143
175,jorge mateo,622761,76.9903913203916,75.1918200568018,12.461414924542302,9.05650922970079,3.61006534109952e-113,1.1220862180963818,5.1733421189811e-70,0.9751888551364752,0.2721666666666666,0.4106666666666667,0.1360833333333333,0.20533333333333334,120.0,69.29400081017789,0.1360833333333333,0.20533333333333334
176,parker meadows,678009,76.46013040034573,74.57038813652117,11.424034664325122,9.208076199150561,1.022509991167222e-125,1.1402261607310193,3.5264844358714785e-62,0.971754907311836,0.26758333333333334,0.4785555555555555,0.09444117647058824,0.12667647058823528,137.0,69.278269535067,0.1731421568627451,0.35187908496732023
177,andrew vaughn,683734,75.33079323979538,73.96253146777133,6.014453849568504,9.262378236101288,1.479993556708005e-233,1.194175793127048,8.021459119092517e-137,0.9729873115525508,0.32630303030303026,0.34396875000000005,0.17367741935483869,0.17753225806451614,249.0,69.26907840689717,0.15262561094819158,0.1664364919354839
178,jazz chisholm,665862,76.97185624759139,75.76352026518856,11.054887053155396,9.454576361566822,1.2725273327368817e-219,1.13523310821656,7.582614646146901e-97,0.9520032018618776,0.29553488372093023,0.1846956521739131,0.11552727272727273,0.07723636363636366,221.0,69.24744963514398,0.1800076109936575,0.10745928853754944
179,gavin lux,666158,74.75785752614993,73.43118397362524,4.877734940205231,9.601264833626955,2.1537510188725302e-119,1.1584495534307995,3.0643263815603413e-74,0.9712360084485129,0.30404000000000003,0.31707142857142856,0.1225967741935484,0.14319354838709678,125.0,69.24288369463541,0.1814432258064516,0.17387788018433178
